soort	frequentie	wijziging	referentie	naar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	analyse	status
Huiszwaluw	jaarlijks	2008: -6% (-34%; +32%) t.o.v. 2017 (?-)	2017	2008	0.943	0.658	1.319	0.8	1.116	0.881	1.016	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2009: -10% (-39%; +23%) t.o.v. 2017 (?-)	2017	2009	0.905	0.61	1.234	0.756	1.053	0.841	0.971	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2010: -8% (-36%; +23%) t.o.v. 2017 (?-)	2017	2010	0.919	0.64	1.233	0.772	1.071	0.851	0.979	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2011: -15% (-43%; +15%) t.o.v. 2017 (?-)	2017	2011	0.853	0.57	1.154	0.701	1.004	0.785	0.925	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2012: -17% (-45%; +11%) t.o.v. 2017 (?-)	2017	2012	0.833	0.552	1.112	0.671	0.975	0.749	0.907	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2013: -14% (-41%; +12%) t.o.v. 2017 (?-)	2017	2013	0.857	0.593	1.124	0.711	1	0.793	0.931	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2014: -11% (-38%; +14%) t.o.v. 2017 (?-)	2017	2014	0.887	0.621	1.142	0.739	1.014	0.825	0.95	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2015: -9% (-32%; +18%) t.o.v. 2017 (?-)	2017	2015	0.912	0.682	1.175	0.793	1.028	0.861	0.966	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2016: -5% (-28%; +13%) t.o.v. 2017 (?-)	2017	2016	0.946	0.724	1.129	0.841	1.023	0.905	0.981	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2018: +7% (-11%; +40%) t.o.v. 2017 (?+)	2017	2018	1.07	0.892	1.399	0.984	1.195	1.027	1.12	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2019: +18% (-6%; +76%) t.o.v. 2017 (?+)	2017	2019	1.184	0.939	1.759	1.034	1.43	1.094	1.292	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2020: +24% (-6%; +103%) t.o.v. 2017 (?+)	2017	2020	1.242	0.944	2.034	1.049	1.593	1.141	1.415	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2007: -7% (-35%; +35%) t.o.v. 2018 (?)	2018	2007	0.933	0.649	1.354	0.785	1.118	0.868	1.009	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2008: -12% (-41%; +20%) t.o.v. 2018 (?-)	2018	2008	0.88	0.592	1.202	0.716	1.038	0.81	0.942	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2009: -17% (-45%; +16%) t.o.v. 2018 (?-)	2018	2009	0.83	0.546	1.159	0.683	0.986	0.767	0.9	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2010: -15% (-43%; +14%) t.o.v. 2018 (?-)	2018	2010	0.85	0.573	1.145	0.695	0.999	0.78	0.914	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2011: -22% (-50%; +10%) t.o.v. 2018 (?-)	2018	2011	0.778	0.5	1.099	0.633	0.95	0.712	0.862	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2012: -24% (-52%; +5%) t.o.v. 2018 (?-)	2018	2012	0.762	0.48	1.049	0.609	0.923	0.685	0.842	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2013: -20% (-47%; +7%) t.o.v. 2018 (?-)	2018	2013	0.798	0.529	1.068	0.637	0.943	0.721	0.866	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2014: -18% (-45%; +9%) t.o.v. 2018 (?-)	2018	2014	0.823	0.547	1.088	0.671	0.963	0.748	0.89	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2015: -15% (-41%; +10%) t.o.v. 2018 (?-)	2018	2015	0.853	0.592	1.102	0.71	0.968	0.787	0.909	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2016: -12% (-39%; +9%) t.o.v. 2018 (?-)	2018	2016	0.877	0.614	1.09	0.74	0.982	0.818	0.933	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2017: -7% (-29%; +12%) t.o.v. 2018 (?-)	2018	2017	0.935	0.715	1.121	0.837	1.016	0.893	0.974	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2019: +9% (-7%; +49%) t.o.v. 2018 (?+)	2018	2019	1.087	0.925	1.495	0.997	1.262	1.036	1.164	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2020: +16% (-7%; +76%) t.o.v. 2018 (?+)	2018	2020	1.157	0.926	1.76	1.009	1.391	1.073	1.265	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2007: -14% (-44%; +19%) t.o.v. 2019 (?-)	2019	2007	0.856	0.558	1.19	0.687	1.012	0.778	0.924	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2008: -21% (-49%; +10%) t.o.v. 2019 (?-)	2019	2008	0.795	0.507	1.101	0.634	0.948	0.714	0.87	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2009: -26% (-54%; +5%) t.o.v. 2019 (?-)	2019	2009	0.744	0.464	1.055	0.584	0.915	0.669	0.825	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2010: -24% (-52%; +7%) t.o.v. 2019 (?-)	2019	2010	0.759	0.479	1.068	0.604	0.923	0.677	0.833	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2011: -30% (-58%; +3%) t.o.v. 2019 (?-)	2019	2011	0.697	0.422	1.032	0.535	0.886	0.621	0.794	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2012: -32% (-60%; +1%) t.o.v. 2019 (?-)	2019	2012	0.677	0.399	1.014	0.512	0.874	0.6	0.774	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2013: -29% (-57%; +2%) t.o.v. 2019 (?-)	2019	2013	0.714	0.432	1.023	0.547	0.886	0.629	0.794	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2014: -26% (-55%; +2%) t.o.v. 2019 (?-)	2019	2014	0.737	0.446	1.02	0.571	0.906	0.652	0.819	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2015: -25% (-51%; +2%) t.o.v. 2019 (?-)	2019	2015	0.754	0.494	1.02	0.603	0.922	0.676	0.836	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2016: -22% (-50%; +4%) t.o.v. 2019 (?-)	2019	2016	0.779	0.502	1.043	0.633	0.929	0.71	0.857	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2017: -16% (-43%; +7%) t.o.v. 2019 (?-)	2019	2017	0.845	0.568	1.065	0.699	0.967	0.774	0.914	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2018: -8% (-33%; +8%) t.o.v. 2019 (?-)	2019	2018	0.92	0.669	1.081	0.792	1.003	0.859	0.966	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2020: +4% (-12%; +33%) t.o.v. 2019 (?+)	2019	2020	1.045	0.884	1.334	0.967	1.178	1.009	1.099	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2007: -20% (-50%; +16%) t.o.v. 2020 (?-)	2020	2007	0.801	0.499	1.162	0.634	0.975	0.724	0.876	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2008: -25% (-55%; +9%) t.o.v. 2020 (?-)	2020	2008	0.746	0.452	1.087	0.575	0.915	0.661	0.828	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2009: -30% (-59%; +5%) t.o.v. 2020 (?-)	2020	2009	0.702	0.407	1.046	0.531	0.895	0.625	0.792	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2010: -28% (-58%; +4%) t.o.v. 2020 (?-)	2020	2010	0.719	0.424	1.037	0.547	0.893	0.635	0.8	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2011: -34% (-63%; +2%) t.o.v. 2020 (?-)	2020	2011	0.662	0.375	1.017	0.489	0.863	0.566	0.753	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2012: -36% (-65%; +0%) t.o.v. 2020 (?-)	2020	2012	0.644	0.348	1.002	0.473	0.845	0.55	0.739	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2013: -33% (-62%; +0%) t.o.v. 2020 (?-)	2020	2013	0.666	0.382	1.001	0.499	0.87	0.582	0.764	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2014: -31% (-60%; +2%) t.o.v. 2020 (?-)	2020	2014	0.685	0.403	1.017	0.52	0.879	0.605	0.788	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2015: -29% (-57%; +2%) t.o.v. 2020 (?-)	2020	2015	0.708	0.435	1.016	0.543	0.899	0.637	0.798	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2016: -26% (-55%; +5%) t.o.v. 2020 (?-)	2020	2016	0.736	0.451	1.047	0.566	0.918	0.654	0.825	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2017: -19% (-51%; +6%) t.o.v. 2020 (?-)	2020	2017	0.805	0.492	1.059	0.628	0.953	0.707	0.876	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2018: -14% (-43%; +8%) t.o.v. 2020 (?-)	2020	2018	0.864	0.568	1.08	0.719	0.992	0.79	0.932	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Huiszwaluw	jaarlijks	2019: -4% (-25%; +13%) t.o.v. 2020 (?-)	2020	2019	0.957	0.75	1.131	0.849	1.034	0.91	0.991	c801eef73a2c5760ff2525e25297b738fa759bac	f87aece6d2764613c5e249d4b93daae0f190f7e9
Kauw	driejaarlijks	2010-2012: +37% (+29%; +46%) t.o.v. 2007-2009 (+)	2007	2010	1.373	1.294	1.458	1.332	1.416	1.354	1.392	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2013-2015: +58% (+49%; +69%) t.o.v. 2007-2009 (++)	2007	2013	1.581	1.488	1.685	1.532	1.632	1.559	1.605	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2016-2018: +77% (+67%; +87%) t.o.v. 2007-2009 (++)	2007	2016	1.77	1.671	1.874	1.718	1.827	1.746	1.796	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2019-2021: +94.4% (+81.7%; +108.2%) t.o.v. 2007-2009 (++)	2007	2019	1.944	1.817	2.082	1.868	2.016	1.909	1.974	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2007-2009: -27.2% (-31.4%; -22.7%) t.o.v. 2010-2012 (-)	2010	2007	0.728	0.686	0.773	0.706	0.751	0.719	0.738	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2013-2015: +15% (+8%; +22%) t.o.v. 2010-2012 (+~)	2010	2013	1.15	1.08	1.225	1.115	1.19	1.132	1.169	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2016-2018: +29% (+21%; +37%) t.o.v. 2010-2012 (+)	2010	2016	1.291	1.213	1.367	1.252	1.328	1.274	1.309	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2019-2021: +42% (+32%; +52%) t.o.v. 2010-2012 (+)	2010	2019	1.416	1.318	1.522	1.362	1.468	1.39	1.438	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2007-2009: -36.8% (-40.7%; -32.8%) t.o.v. 2013-2015 (--)	2013	2007	0.632	0.593	0.672	0.613	0.653	0.623	0.642	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2010-2012: -13.1% (-18.4%; -7.4%) t.o.v. 2013-2015 (-~)	2013	2010	0.869	0.816	0.926	0.84	0.896	0.856	0.883	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2016-2018: +12.1% (+5.7%; +19.2%) t.o.v. 2013-2015 (+~)	2013	2016	1.121	1.057	1.192	1.085	1.155	1.104	1.136	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2019-2021: +23% (+14%; +32%) t.o.v. 2013-2015 (+~)	2013	2019	1.226	1.143	1.323	1.184	1.276	1.207	1.249	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2007-2009: -43.5% (-46.6%; -40.2%) t.o.v. 2016-2018 (--)	2016	2007	0.565	0.534	0.598	0.547	0.582	0.557	0.573	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2010-2012: -22.5% (-26.9%; -17.6%) t.o.v. 2016-2018 (-)	2016	2010	0.775	0.731	0.824	0.753	0.798	0.764	0.785	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2013-2015: -10.8% (-16.1%; -5.4%) t.o.v. 2016-2018 (-~)	2016	2013	0.892	0.839	0.946	0.866	0.921	0.881	0.906	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2019-2021: +9.8% (+2.7%; +17.4%) t.o.v. 2016-2018 (+~)	2016	2019	1.098	1.027	1.174	1.058	1.134	1.078	1.114	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2007-2009: -48.6% (-52.0%; -45.0%) t.o.v. 2019-2021 (--)	2019	2007	0.514	0.48	0.55	0.496	0.535	0.506	0.524	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2010-2012: -29% (-34%; -24%) t.o.v. 2019-2021 (-)	2019	2010	0.706	0.657	0.759	0.681	0.734	0.695	0.719	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2013-2015: -18% (-24%; -13%) t.o.v. 2019-2021 (-~)	2019	2013	0.816	0.756	0.875	0.784	0.845	0.801	0.829	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	driejaarlijks	2016-2018: -8.9% (-14.8%; -2.7%) t.o.v. 2019-2021 (-~)	2019	2016	0.911	0.852	0.973	0.882	0.945	0.898	0.928	b12a5d90646b07f9da3be1513eacad7cd33f74b4	7e5bc5cf9cd4fae74f5a6e8453551ce9491be601
Kauw	jaarlijks	2008: +20% (+6%; +35%) t.o.v. 2007 (+)	2007	2008	1.201	1.061	1.353	1.13	1.272	1.167	1.234	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2009: +21% (+6%; +37%) t.o.v. 2007 (+)	2007	2009	1.206	1.06	1.369	1.131	1.291	1.169	1.244	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2010: +53% (+39%; +69%) t.o.v. 2007 (++)	2007	2010	1.527	1.387	1.687	1.455	1.615	1.493	1.569	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2011: +58% (+41%; +79%) t.o.v. 2007 (++)	2007	2011	1.583	1.409	1.792	1.494	1.691	1.544	1.634	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2012: +57% (+38%; +77%) t.o.v. 2007 (++)	2007	2012	1.574	1.382	1.772	1.478	1.68	1.528	1.617	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2013: +96.5% (+76.5%; +119.5%) t.o.v. 2007 (++)	2007	2013	1.965	1.765	2.195	1.852	2.079	1.918	2.021	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2014: +60% (+39%; +81%) t.o.v. 2007 (++)	2007	2014	1.596	1.394	1.81	1.494	1.692	1.551	1.639	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2015: +84.4% (+62.3%; +108.9%) t.o.v. 2007 (++)	2007	2015	1.844	1.623	2.089	1.725	1.973	1.788	1.9	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2016: +115.4% (+93.2%; +138.9%) t.o.v. 2007 (++)	2007	2016	2.154	1.932	2.389	2.037	2.261	2.099	2.204	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2017: +93.0% (+71.2%; +119.3%) t.o.v. 2007 (++)	2007	2017	1.93	1.712	2.193	1.817	2.06	1.88	1.988	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2018: +96.9% (+73.0%; +122.9%) t.o.v. 2007 (++)	2007	2018	1.969	1.73	2.229	1.845	2.101	1.91	2.026	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2019: +131.5% (+109.5%; +158.3%) t.o.v. 2007 (++)	2007	2019	2.315	2.095	2.583	2.198	2.441	2.263	2.372	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2020: +107.6% (+82.8%; +135.4%) t.o.v. 2007 (++)	2007	2020	2.076	1.828	2.354	1.941	2.207	2.014	2.141	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2007: -17% (-26%; -6%) t.o.v. 2008 (-)	2008	2007	0.833	0.739	0.942	0.786	0.885	0.81	0.857	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2009: +0.8% (-11.3%; +13.7%) t.o.v. 2008 (~)	2008	2009	1.008	0.887	1.137	0.946	1.071	0.979	1.039	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2010: +28% (+13%; +45%) t.o.v. 2008 (+)	2008	2010	1.276	1.131	1.446	1.2	1.358	1.24	1.314	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2011: +33% (+19%; +47%) t.o.v. 2008 (+)	2008	2011	1.328	1.194	1.465	1.259	1.396	1.296	1.357	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2012: +31% (+16%; +48%) t.o.v. 2008 (+)	2008	2012	1.309	1.162	1.476	1.231	1.399	1.274	1.354	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2013: +64% (+45%; +85%) t.o.v. 2008 (++)	2008	2013	1.643	1.454	1.85	1.54	1.744	1.593	1.688	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2014: +33% (+19%; +48%) t.o.v. 2008 (+)	2008	2014	1.329	1.191	1.478	1.255	1.399	1.294	1.36	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2015: +54% (+36%; +72%) t.o.v. 2008 (++)	2008	2015	1.543	1.357	1.721	1.445	1.637	1.499	1.583	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2016: +78.7% (+59.1%; +103.8%) t.o.v. 2008 (++)	2008	2016	1.787	1.591	2.038	1.683	1.91	1.737	1.842	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2017: +61% (+47%; +78%) t.o.v. 2008 (++)	2008	2017	1.61	1.467	1.784	1.528	1.699	1.575	1.649	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2018: +64% (+45%; +84%) t.o.v. 2008 (++)	2008	2018	1.642	1.449	1.844	1.544	1.752	1.596	1.688	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2019: +93.1% (+71.7%; +120.2%) t.o.v. 2008 (++)	2008	2019	1.931	1.717	2.202	1.815	2.064	1.874	1.982	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2020: +73% (+55%; +93%) t.o.v. 2008 (++)	2008	2020	1.731	1.553	1.928	1.641	1.824	1.686	1.773	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2007: -17% (-27%; -6%) t.o.v. 2009 (-)	2009	2007	0.829	0.73	0.943	0.775	0.884	0.804	0.855	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2008: -0.8% (-12.1%; +12.7%) t.o.v. 2009 (~)	2009	2008	0.992	0.879	1.127	0.934	1.057	0.962	1.021	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2010: +27% (+12%; +44%) t.o.v. 2009 (+)	2009	2010	1.268	1.122	1.437	1.191	1.349	1.23	1.307	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2011: +32% (+15%; +50%) t.o.v. 2009 (+)	2009	2011	1.315	1.151	1.498	1.236	1.406	1.279	1.353	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2012: +30% (+17%; +45%) t.o.v. 2009 (+)	2009	2012	1.303	1.175	1.447	1.233	1.378	1.27	1.335	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
Kauw	jaarlijks	2013: +63% (+42%; +85%) t.o.v. 2009 (++)	2009	2013	1.63	1.417	1.851	1.525	1.748	1.576	1.683	3217550df10069ab3b68b9355535056c8a1c339d	22481f842e225dcc9dbcb095dd4aa4d11d3bb1e2
