indicator	frequentie	referentie	naar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	klasse	analyse	status	wijziging
NARA2020	jaarlijks	2008	2012	1.03	1.003	1.057	1.009	1.044	1.023	1.036	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2012: +3.0% (+0.3%; +5.7%) t.o.v. 2008 (+)
NARA2020	jaarlijks	2008	2013	0.986	0.96	1.013	0.966	1	0.98	0.992	?-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2013: -1.4% (-4.0%; +1.3%) t.o.v. 2008 (?-)
NARA2020	jaarlijks	2008	2014	0.945	0.92	0.971	0.926	0.958	0.939	0.951	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2014: -5.5% (-8.0%; -2.9%) t.o.v. 2008 (-)
NARA2020	jaarlijks	2008	2015	0.971	0.944	0.998	0.95	0.985	0.965	0.977	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2015: -2.9% (-5.6%; -0.2%) t.o.v. 2008 (-)
NARA2020	jaarlijks	2008	2016	0.946	0.92	0.973	0.926	0.96	0.94	0.952	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2016: -5.4% (-8.0%; -2.7%) t.o.v. 2008 (-)
NARA2020	jaarlijks	2008	2017	0.922	0.896	0.948	0.902	0.935	0.916	0.928	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2017: -7.80% (-10.40%; -5.20%) t.o.v. 2008 (--)
NARA2020	jaarlijks	2008	2018	0.913	0.887	0.941	0.892	0.927	0.907	0.919	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2018: -8.70% (-11.30%; -5.90%) t.o.v. 2008 (--)
NARA2020	jaarlijks	2008	2019	0.904	0.877	0.932	0.883	0.918	0.898	0.91	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2019: -9.60% (-12.30%; -6.80%) t.o.v. 2008 (--)
NARA2020	jaarlijks	2008	2020	0.898	0.869	0.929	0.875	0.914	0.891	0.905	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2020: -10.20% (-13.10%; -7.10%) t.o.v. 2008 (--)
NARA2020	jaarlijks	2009	2007	1.005	0.979	1.031	0.985	1.018	0.999	1.011	~	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2007: +0.5% (-2.1%; +3.1%) t.o.v. 2009 (~)
NARA2020	jaarlijks	2009	2008	1.025	1.003	1.048	1.008	1.037	1.02	1.03	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2008: +2.5% (+0.3%; +4.8%) t.o.v. 2009 (+)
NARA2020	jaarlijks	2009	2010	1.019	0.997	1.041	1.002	1.03	1.014	1.024	?+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2010: +1.9% (-0.3%; +4.1%) t.o.v. 2009 (?+)
NARA2020	jaarlijks	2009	2011	1.034	1.008	1.061	1.014	1.048	1.028	1.04	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2011: +3.4% (+0.8%; +6.1%) t.o.v. 2009 (+)
NARA2020	jaarlijks	2009	2012	1.055	1.029	1.083	1.035	1.069	1.049	1.062	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2012: +5.5% (+2.9%; +8.3%) t.o.v. 2009 (+)
NARA2020	jaarlijks	2009	2013	1.011	0.984	1.039	0.99	1.025	1.004	1.017	?+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2013: +1.1% (-1.6%; +3.9%) t.o.v. 2009 (?+)
NARA2020	jaarlijks	2009	2014	0.969	0.943	0.996	0.948	0.983	0.963	0.975	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2014: -3.1% (-5.7%; -0.4%) t.o.v. 2009 (-)
NARA2020	jaarlijks	2009	2015	0.995	0.968	1.023	0.974	1.009	0.989	1.002	~	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2015: -0.5% (-3.2%; +2.3%) t.o.v. 2009 (~)
NARA2020	jaarlijks	2009	2016	0.97	0.943	0.997	0.949	0.984	0.964	0.976	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2016: -3.0% (-5.7%; -0.3%) t.o.v. 2009 (-)
NARA2020	jaarlijks	2009	2017	0.945	0.918	0.972	0.924	0.959	0.938	0.951	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2017: -5.5% (-8.2%; -2.8%) t.o.v. 2009 (-)
NARA2020	jaarlijks	2009	2018	0.936	0.909	0.963	0.915	0.95	0.93	0.942	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2018: -6.4% (-9.1%; -3.7%) t.o.v. 2009 (--)
NARA2020	jaarlijks	2009	2019	0.927	0.899	0.955	0.905	0.941	0.92	0.933	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2019: -7.30% (-10.10%; -4.50%) t.o.v. 2009 (--)
NARA2020	jaarlijks	2009	2020	0.921	0.89	0.953	0.897	0.937	0.913	0.928	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2020: -7.90% (-11.00%; -4.70%) t.o.v. 2009 (--)
NARA2020	jaarlijks	2010	2007	0.986	0.961	1.012	0.967	0.999	0.98	0.992	?-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2007: -1.4% (-3.9%; +1.2%) t.o.v. 2010 (?-)
NARA2020	jaarlijks	2010	2008	1.006	0.982	1.031	0.987	1.019	1	1.012	~	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2008: +0.6% (-1.8%; +3.1%) t.o.v. 2010 (~)
NARA2020	jaarlijks	2010	2009	0.982	0.96	1.003	0.965	0.993	0.977	0.987	?-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2009: -1.8% (-4.0%; +0.3%) t.o.v. 2010 (?-)
NARA2020	jaarlijks	2010	2011	1.015	0.994	1.037	0.998	1.026	1.01	1.02	~	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2011: +1.5% (-0.6%; +3.7%) t.o.v. 2010 (~)
NARA2020	jaarlijks	2010	2012	1.036	1.011	1.062	1.017	1.049	1.03	1.042	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2012: +3.6% (+1.1%; +6.2%) t.o.v. 2010 (+)
NARA2020	jaarlijks	2010	2013	0.992	0.968	1.017	0.973	1.005	0.986	0.998	~	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2013: -0.8% (-3.2%; +1.7%) t.o.v. 2010 (~)
NARA2020	jaarlijks	2010	2014	0.951	0.926	0.977	0.932	0.964	0.945	0.957	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2014: -4.9% (-7.4%; -2.3%) t.o.v. 2010 (-)
NARA2020	jaarlijks	2010	2015	0.977	0.951	1.003	0.957	0.99	0.971	0.983	?-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2015: -2.3% (-4.9%; +0.3%) t.o.v. 2010 (?-)
NARA2020	jaarlijks	2010	2016	0.952	0.927	0.978	0.933	0.965	0.946	0.958	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2016: -4.8% (-7.3%; -2.2%) t.o.v. 2010 (-)
NARA2020	jaarlijks	2010	2017	0.927	0.901	0.954	0.907	0.941	0.921	0.933	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2017: -7.3% (-9.9%; -4.6%) t.o.v. 2010 (--)
NARA2020	jaarlijks	2010	2018	0.919	0.893	0.946	0.898	0.932	0.913	0.925	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2018: -8.10% (-10.70%; -5.40%) t.o.v. 2010 (--)
NARA2020	jaarlijks	2010	2019	0.909	0.883	0.936	0.889	0.923	0.903	0.916	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2019: -9.10% (-11.70%; -6.40%) t.o.v. 2010 (--)
NARA2020	jaarlijks	2010	2020	0.904	0.874	0.934	0.881	0.919	0.897	0.911	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2020: -9.60% (-12.60%; -6.60%) t.o.v. 2010 (--)
NARA2020	jaarlijks	2011	2007	0.972	0.945	0.999	0.951	0.986	0.965	0.978	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2007: -2.8% (-5.5%; -0.1%) t.o.v. 2011 (-)
NARA2020	jaarlijks	2011	2008	0.991	0.967	1.016	0.972	1.004	0.985	0.997	~	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2008: -0.9% (-3.3%; +1.6%) t.o.v. 2011 (~)
NARA2020	jaarlijks	2011	2009	0.967	0.943	0.992	0.948	0.98	0.961	0.973	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2009: -3.3% (-5.7%; -0.8%) t.o.v. 2011 (-)
NARA2020	jaarlijks	2011	2010	0.985	0.964	1.006	0.969	0.996	0.98	0.99	~	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2010: -1.5% (-3.6%; +0.6%) t.o.v. 2011 (~)
NARA2020	jaarlijks	2011	2012	1.021	0.999	1.043	1.004	1.032	1.016	1.026	?+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2012: +2.1% (-0.1%; +4.3%) t.o.v. 2011 (?+)
NARA2020	jaarlijks	2011	2013	0.977	0.954	1.002	0.959	0.99	0.972	0.983	?-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2013: -2.3% (-4.6%; +0.2%) t.o.v. 2011 (?-)
NARA2020	jaarlijks	2011	2014	0.937	0.913	0.961	0.919	0.949	0.931	0.943	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2014: -6.3% (-8.7%; -3.9%) t.o.v. 2011 (--)
NARA2020	jaarlijks	2011	2015	0.962	0.937	0.988	0.943	0.976	0.956	0.968	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2015: -3.8% (-6.3%; -1.2%) t.o.v. 2011 (-)
NARA2020	jaarlijks	2011	2016	0.938	0.913	0.964	0.918	0.951	0.932	0.944	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2016: -6.2% (-8.7%; -3.6%) t.o.v. 2011 (-)
NARA2020	jaarlijks	2011	2017	0.914	0.888	0.939	0.894	0.927	0.908	0.92	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2017: -8.60% (-11.20%; -6.10%) t.o.v. 2011 (--)
NARA2020	jaarlijks	2011	2018	0.905	0.879	0.932	0.885	0.919	0.899	0.911	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2018: -9.50% (-12.10%; -6.80%) t.o.v. 2011 (--)
NARA2020	jaarlijks	2011	2019	0.896	0.87	0.923	0.875	0.91	0.89	0.902	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2019: -10.40% (-13.00%; -7.70%) t.o.v. 2011 (--)
NARA2020	jaarlijks	2011	2020	0.89	0.862	0.92	0.868	0.906	0.884	0.897	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2020: -11.00% (-13.80%; -8.00%) t.o.v. 2011 (--)
NARA2020	jaarlijks	2012	2007	0.952	0.925	0.98	0.931	0.966	0.946	0.958	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2007: -4.8% (-7.5%; -2.0%) t.o.v. 2012 (-)
NARA2020	jaarlijks	2012	2008	0.971	0.946	0.997	0.951	0.984	0.965	0.977	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2008: -2.9% (-5.4%; -0.3%) t.o.v. 2012 (-)
NARA2020	jaarlijks	2012	2009	0.947	0.923	0.972	0.929	0.96	0.942	0.953	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2009: -5.3% (-7.7%; -2.8%) t.o.v. 2012 (-)
NARA2020	jaarlijks	2012	2010	0.965	0.942	0.989	0.947	0.977	0.96	0.971	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2010: -3.5% (-5.8%; -1.1%) t.o.v. 2012 (-)
NARA2020	jaarlijks	2012	2011	0.98	0.959	1.001	0.963	0.991	0.975	0.985	?-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2011: -2.0% (-4.1%; +0.1%) t.o.v. 2012 (?-)
NARA2020	jaarlijks	2012	2013	0.958	0.937	0.979	0.942	0.968	0.953	0.963	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2013: -4.2% (-6.3%; -2.1%) t.o.v. 2012 (-)
NARA2020	jaarlijks	2012	2014	0.918	0.896	0.941	0.901	0.93	0.913	0.923	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2014: -8.20% (-10.40%; -5.90%) t.o.v. 2012 (--)
NARA2020	jaarlijks	2012	2015	0.943	0.92	0.967	0.925	0.955	0.937	0.948	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2015: -5.7% (-8.0%; -3.3%) t.o.v. 2012 (-)
NARA2020	jaarlijks	2012	2016	0.919	0.895	0.944	0.9	0.932	0.913	0.925	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2016: -8.10% (-10.50%; -5.60%) t.o.v. 2012 (--)
NARA2020	jaarlijks	2012	2017	0.895	0.87	0.92	0.876	0.908	0.889	0.901	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2017: -10.50% (-13.00%; -8.00%) t.o.v. 2012 (--)
NARA2020	jaarlijks	2012	2018	0.887	0.862	0.912	0.867	0.9	0.881	0.893	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2018: -11.30% (-13.80%; -8.80%) t.o.v. 2012 (--)
NARA2020	jaarlijks	2012	2019	0.878	0.852	0.904	0.858	0.891	0.872	0.884	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2019: -12.20% (-14.80%; -9.60%) t.o.v. 2012 (--)
NARA2020	jaarlijks	2012	2020	0.872	0.844	0.902	0.85	0.887	0.866	0.879	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2020: -12.80% (-15.60%; -9.80%) t.o.v. 2012 (--)
NARA2020	jaarlijks	2013	2007	0.994	0.967	1.022	0.973	1.008	0.988	1.001	~	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2007: -0.6% (-3.3%; +2.2%) t.o.v. 2013 (~)
NARA2020	jaarlijks	2013	2008	1.014	0.987	1.042	0.993	1.028	1.008	1.021	?+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2008: +1.4% (-1.3%; +4.2%) t.o.v. 2013 (?+)
NARA2020	jaarlijks	2013	2009	0.989	0.963	1.016	0.969	1.003	0.983	0.996	?-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2009: -1.1% (-3.7%; +1.6%) t.o.v. 2013 (?-)
NARA2020	jaarlijks	2013	2010	1.008	0.983	1.033	0.989	1.021	1.002	1.014	~	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2010: +0.8% (-1.7%; +3.3%) t.o.v. 2013 (~)
NARA2020	jaarlijks	2013	2011	1.023	0.998	1.048	1.004	1.036	1.017	1.029	?+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2011: +2.3% (-0.2%; +4.8%) t.o.v. 2013 (?+)
NARA2020	jaarlijks	2013	2012	1.044	1.022	1.067	1.027	1.056	1.039	1.05	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2012: +4.4% (+2.2%; +6.7%) t.o.v. 2013 (+)
NARA2020	jaarlijks	2013	2014	0.959	0.938	0.98	0.942	0.969	0.954	0.964	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2014: -4.1% (-6.2%; -2.0%) t.o.v. 2013 (-)
NARA2020	jaarlijks	2013	2015	0.985	0.96	1.009	0.966	0.997	0.979	0.99	?-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2015: -1.5% (-4.0%; +0.9%) t.o.v. 2013 (?-)
NARA2020	jaarlijks	2013	2016	0.96	0.936	0.984	0.941	0.972	0.954	0.965	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2016: -4.0% (-6.4%; -1.6%) t.o.v. 2013 (-)
NARA2020	jaarlijks	2013	2017	0.935	0.909	0.961	0.914	0.948	0.928	0.941	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2017: -6.5% (-9.1%; -3.9%) t.o.v. 2013 (--)
NARA2020	jaarlijks	2013	2018	0.926	0.9	0.953	0.905	0.94	0.92	0.932	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2018: -7.4% (-10.0%; -4.7%) t.o.v. 2013 (--)
NARA2020	jaarlijks	2013	2019	0.917	0.89	0.944	0.896	0.93	0.91	0.923	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2019: -8.30% (-11.00%; -5.60%) t.o.v. 2013 (--)
NARA2020	jaarlijks	2013	2020	0.911	0.881	0.942	0.888	0.927	0.904	0.918	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2020: -8.90% (-11.90%; -5.80%) t.o.v. 2013 (--)
NARA2020	jaarlijks	2014	2007	1.037	1.007	1.068	1.014	1.053	1.03	1.044	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2007: +3.7% (+0.7%; +6.8%) t.o.v. 2014 (+)
NARA2020	jaarlijks	2014	2008	1.058	1.03	1.086	1.036	1.072	1.051	1.065	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2008: +5.8% (+3.0%; +8.6%) t.o.v. 2014 (+)
NARA2020	jaarlijks	2014	2009	1.032	1.004	1.061	1.01	1.047	1.025	1.039	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2009: +3.2% (+0.4%; +6.1%) t.o.v. 2014 (+)
NARA2020	jaarlijks	2014	2010	1.051	1.024	1.08	1.03	1.066	1.045	1.058	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2010: +5.1% (+2.4%; +8.0%) t.o.v. 2014 (+)
NARA2020	jaarlijks	2014	2011	1.067	1.04	1.095	1.046	1.081	1.061	1.074	++	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2011: +6.7% (+4.0%; +9.5%) t.o.v. 2014 (++)
NARA2020	jaarlijks	2014	2012	1.089	1.063	1.116	1.069	1.103	1.083	1.096	++	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2012: +8.90% (+6.30%; +11.60%) t.o.v. 2014 (++)
NARA2020	jaarlijks	2014	2013	1.043	1.021	1.066	1.026	1.055	1.038	1.048	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2013: +4.3% (+2.1%; +6.6%) t.o.v. 2014 (+)
NARA2020	jaarlijks	2014	2015	1.027	1.004	1.05	1.009	1.039	1.022	1.032	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2015: +2.7% (+0.4%; +5.0%) t.o.v. 2014 (+)
NARA2020	jaarlijks	2014	2016	1.001	0.976	1.027	0.982	1.014	0.995	1.007	~	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2016: +0.1% (-2.4%; +2.7%) t.o.v. 2014 (~)
NARA2020	jaarlijks	2014	2017	0.975	0.95	1.001	0.955	0.988	0.969	0.981	?-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2017: -2.5% (-5.0%; +0.1%) t.o.v. 2014 (?-)
NARA2020	jaarlijks	2014	2018	0.966	0.939	0.994	0.945	0.98	0.96	0.972	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2018: -3.4% (-6.1%; -0.6%) t.o.v. 2014 (-)
NARA2020	jaarlijks	2014	2019	0.956	0.928	0.985	0.934	0.971	0.95	0.963	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2019: -4.4% (-7.2%; -1.5%) t.o.v. 2014 (-)
NARA2020	jaarlijks	2014	2020	0.95	0.92	0.982	0.927	0.966	0.943	0.957	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2020: -5.0% (-8.0%; -1.8%) t.o.v. 2014 (-)
NARA2020	jaarlijks	2015	2007	1.01	0.98	1.04	0.987	1.025	1.003	1.017	?+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2007: +1.0% (-2.0%; +4.0%) t.o.v. 2015 (?+)
NARA2020	jaarlijks	2015	2008	1.03	1.002	1.059	1.008	1.045	1.023	1.037	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2008: +3.0% (+0.2%; +5.9%) t.o.v. 2015 (+)
NARA2020	jaarlijks	2015	2009	1.005	0.978	1.033	0.984	1.019	0.998	1.011	~	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2009: +0.5% (-2.2%; +3.3%) t.o.v. 2015 (~)
NARA2020	jaarlijks	2015	2010	1.024	0.997	1.052	1.002	1.038	1.017	1.03	?+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2010: +2.4% (-0.3%; +5.2%) t.o.v. 2015 (?+)
NARA2020	jaarlijks	2015	2011	1.039	1.012	1.067	1.018	1.053	1.033	1.046	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2011: +3.9% (+1.2%; +6.7%) t.o.v. 2015 (+)
NARA2020	jaarlijks	2015	2012	1.061	1.035	1.087	1.04	1.074	1.054	1.067	+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2012: +6.1% (+3.5%; +8.7%) t.o.v. 2015 (+)
NARA2020	jaarlijks	2015	2013	1.016	0.991	1.041	0.996	1.029	1.01	1.022	?+	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2013: +1.6% (-0.9%; +4.1%) t.o.v. 2015 (?+)
NARA2020	jaarlijks	2015	2014	0.974	0.952	0.996	0.957	0.985	0.969	0.979	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2014: -2.6% (-4.8%; -0.4%) t.o.v. 2015 (-)
NARA2020	jaarlijks	2015	2016	0.975	0.953	0.997	0.958	0.986	0.97	0.98	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2016: -2.5% (-4.7%; -0.3%) t.o.v. 2015 (-)
NARA2020	jaarlijks	2015	2017	0.949	0.925	0.974	0.93	0.962	0.943	0.955	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2017: -5.1% (-7.5%; -2.6%) t.o.v. 2015 (-)
NARA2020	jaarlijks	2015	2018	0.941	0.915	0.966	0.921	0.954	0.935	0.947	-	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2018: -5.9% (-8.5%; -3.4%) t.o.v. 2015 (-)
NARA2020	jaarlijks	2015	2019	0.931	0.904	0.958	0.91	0.945	0.925	0.937	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2019: -6.9% (-9.6%; -4.2%) t.o.v. 2015 (--)
NARA2020	jaarlijks	2015	2020	0.925	0.895	0.956	0.902	0.941	0.918	0.932	--	c803427c9e122b1478fb0bf13c2a815d0800c727	fa22367d74cf65666842c7f4e9c7ace75cebfed4	2020: -7.50% (-10.50%; -4.40%) t.o.v. 2015 (--)
